# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Oct 23 17:53:33 2023,,,,,,,,,,,,
#,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,
#,,,,,,,,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-719 b,1,1,Transit,2016,Kepler,5.00731666,0,5865,0.83,0.91,4.56,2497.51
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832645,0,5560,1.21,0.94,4.25,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,0,0,5559,1.14,0,0,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832654,0,5618,0.92,0.95,4.49,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832604,0,5490,1.15,0.96,4.3,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.708327,0,5475,0.97,0.84,4.38,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832654,0,5560,1.21,0.94,4.25,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832645,0,5490,1.15,0.96,4.3,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832654,0,5560,1.21,0.94,4.25,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70832654,0,5560,1.21,0.94,4.25,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70833748,0,5490,1.15,0.96,4.3,1065.37
Kepler-720 b,1,1,Transit,2016,Kepler,4.70803528,0,5490,1.15,0,4.3,1065.37
Kepler-721 b,1,1,Transit,2016,Kepler,5.39203498,0,4944,0.9,0.81,4.44,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.39202539,0,5192,0.8,0.9,4.58,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.3920269,0,4944,0.9,0.81,4.44,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.39202081,0,4944,0.9,0.81,4.44,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.39202539,0,5192,0.8,0.9,4.58,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.392066,0,5110,0.7,0.8,4.65,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.3920269,0,5198,0.8,0.92,4.59,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.39202539,0,5075,0.78,0.82,4.58,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,0,0,5201,0.85,0,0,926.598
Kepler-721 b,1,1,Transit,2016,Kepler,5.39202539,0,5192,0.8,0.9,4.58,926.598
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357036,0,5732,0.97,1.02,4.47,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357846,0,6077,1,1.08,4.47,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357325,0,6077,1,1.08,4.47,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357846,0,5732,0.97,1.02,4.47,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357325,0,6077,1,1.08,4.47,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,0,0,6084,0.94,0,0,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357325,0,5863,1.05,1.03,4.41,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.09357325,0,6077,1,1.08,4.47,1239.5
Kepler-722 b,1,2,Transit,2016,Kepler,4.093602,0,6050,0.95,1.05,4.5,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.145959,0,6077,1,1.08,4.47,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,0,0,6084,0.94,0,0,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.152,0,6050,0.95,1.05,4.5,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.144749,0,6077,1,1.08,4.47,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.1449023,0,5732,0.97,1.02,4.47,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.144749,0,5863,1.05,1.03,4.41,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.1456467,0,5732,0.97,1.02,4.47,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.144749,0,6077,1,1.08,4.47,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.145959,0,5732,0.97,1.02,4.47,1239.5
Kepler-722 c,1,2,Transit,2016,Kepler,105.144749,0,6077,1,1.08,4.47,1239.5
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227507,0,5649,0.8,0.87,4.57,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227489,0,5655,0.79,0.89,4.58,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227618,0,0,0,0,0,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08228939,0,5780,0,0,4.44,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227507,0,5539,0.89,0.92,4.51,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227489,0,0,0,0,0,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227507,0,5649,0.8,0.87,4.57,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227693,0,5679,0.84,0.94,4.57,1071.8
Kepler-723 b,1,1,Transit,2016,Kepler,4.08227507,0,5649,0.8,0.87,4.57,1071.8
Kepler-724 b,1,1,Transit,2016,Kepler,3.3149482,0,5283.54,0.92,0.91,4.47,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.31494736,0,5283.54,0.92,0.91,4.47,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.3149523,0,5513,0.88,0.86,4.48,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.3149455,0,5283.54,0.92,0.91,4.47,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,0,0,5611,0.85,0,0,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.31494736,0,5609,0.94,0.98,4.48,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.31494634,0,5437,0.86,0.9,4.53,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.31494634,0,5609,0.94,0.98,4.48,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.31494634,0,5609,0.94,0.98,4.48,853.119
Kepler-724 b,1,1,Transit,2016,Kepler,3.31494634,0,5609,0.94,0.98,4.48,853.119
Kepler-725 b,1,1,Transit,2016,Kepler,39.6431552,0,5231,0.9,0.84,4.46,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.64317811,0,5552,0.83,0.91,4.55,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.64317811,0,5363,0.84,0.88,4.54,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.64315092,0,5293,0.83,0.91,4.56,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.6431552,0,5293,0.83,0.91,4.56,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,0,0,5399,0.81,0,0,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.643231,0,5526,0.83,0.88,4.54,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.64317811,0,5552,0.83,0.91,4.55,758.469
Kepler-725 b,1,1,Transit,2016,Kepler,39.64317811,0,5552,0.83,0.91,4.55,758.469
Kepler-726 b,1,1,Transit,2016,Kepler,21.80451611,0,5406,0.79,0.94,4.62,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80451088,0,5511,0.72,0.79,4.62,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80441,0,5551,0.81,0.91,4.59,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80451611,0,5481,0.71,0.81,4.63,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80451088,0,5511,0.72,0.79,4.62,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80449556,0,5406,0.79,0.94,4.62,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80451088,0,5452,0.85,0.88,4.53,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.8051576,0,5406,0.79,0.94,4.62,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,0,0,5493,0.78,0,0,762.081
Kepler-726 b,1,1,Transit,2016,Kepler,21.80451088,0,5511,0.72,0.79,4.62,762.081
Kepler-727 b,1,1,Transit,2016,Kepler,5.154441,0,5417,0.88,0.82,4.46,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448142,0,5294.85,0.82,0.91,4.56,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448442,0,5431,0.88,0.82,4.46,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448442,0,5441,0.86,0.89,4.53,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448442,0,5431,0.88,0.82,4.46,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448442,0,5431,0.88,0.82,4.46,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,0,0,5433,0.82,0,0,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448405,0,5294.85,0.82,0.91,4.56,831.842
Kepler-727 b,1,1,Transit,2016,Kepler,5.15448142,0,5431,0.88,0.82,4.46,831.842
Kepler-728 b,1,1,Transit,2016,Kepler,5.74347727,0,5660,0.93,0.95,4.49,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.74348015,0,5567,1.4,0.98,4.14,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.74347106,0,5567,1.4,0.98,4.14,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.74347727,0,5897,0.89,0.98,4.53,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.7434698,0,5567,1.4,0.98,4.14,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.7434698,0,5897,0.89,0.98,4.53,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.743491,0,5894,0.9,1,4.53,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.74347727,0,5897,0.89,0.98,4.53,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,5.74347727,0,5897,0.89,0.98,4.53,1765.23
Kepler-728 b,1,1,Transit,2016,Kepler,0,0,5905,1.32,0,0,1765.23
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635371,0,6007,1,1.07,4.47,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635371,0,6007,1,1.07,4.47,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.1663528,0,5956,0.92,1.02,4.52,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635371,0,6007,1,1.07,4.47,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635356,0,5639,1.42,1,4.14,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635467,0,5639,1.42,1,4.14,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635371,0,5633,0.91,0.94,4.5,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635356,0,6007,1,1.07,4.47,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,0,0,6010,1.32,0,0,1921.15
Kepler-729 b,1,1,Transit,2016,Kepler,3.16635237,0,5639,1.42,1,4.14,1921.15
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168281,0,5620,1.41,1.05,4.16,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168426,0,6116,1.13,1.16,4.39,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168426,0,6116,1.13,1.16,4.39,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168426,0,5726,1.01,1,4.43,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168426,0,6116,1.13,1.16,4.39,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168251,0,5638,1.38,1,4.16,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168998,0,5638,1.38,1,4.16,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.4916717,0,6032,1.02,1.02,4.43,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168281,0,5638,1.38,1,4.16,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,6.49168281,0,6123,1.11,1.16,4.41,1935.04
Kepler-730 b,1,2,Transit,2016,Kepler,0,0,6126,1.3,0,0,1935.04
Kepler-730 c,1,2,Transit,2018,Kepler,2.85188338,0,5638,1.38,1,4.16,1935.04
Kepler-730 c,1,2,Transit,2018,Kepler,2.85188338,0,6123,1.11,1.16,4.41,1935.04
Kepler-730 c,1,2,Transit,2018,Kepler,2.85188338,0,5620,1.41,1.05,4.16,1935.04
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560355,0,6028,1.05,1.15,4.46,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560355,0,6028,1.05,1.15,4.46,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560377,0,5741,1.05,1.03,4.41,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560355,0,5849,1.06,1.03,4.41,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.8556024,0,5870,0.89,1,4.54,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560352,0,5741,1.05,1.03,4.41,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560355,0,6028,1.05,1.15,4.46,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560392,0,6033,1.05,1.15,4.46,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,0,0,6031,0.99,0,0,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85560392,0,5741,1.05,1.03,4.41,1257.16
Kepler-731 b,1,1,Transit,2016,Kepler,3.85558969,0,5741,1.05,0,4.41,1257.16
Kepler-732 b,1,2,Transit,2016,Kepler,0,0,3582,0.53,0,0,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46781405,0,3581,0.44,0.46,4.81,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46781385,0,3619,0.52,0.52,4.72,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46781405,0,3581,0.44,0.46,4.81,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46781405,0,3581,0.44,0.46,4.81,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46782147,0,3619,0.52,0.52,4.72,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.467839,0,3834,0.5,0.51,4.76,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46782762,0,3619,0.52,0.52,4.72,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46781405,0,3631,0.46,0.49,4.79,174.826
Kepler-732 b,1,2,Transit,2016,Kepler,9.46782147,0,3582,0.46,0.49,4.81,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.8930477,0,3834,0.5,0.51,4.76,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304124,0,3581,0.44,0.46,4.81,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304124,0,3581,0.44,0.46,4.81,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304097,0,3582,0.46,0.49,4.81,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304124,0,3631,0.46,0.49,4.79,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304124,0,3581,0.44,0.46,4.81,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304097,0,3619,0.52,0.52,4.72,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0,0,3582,0.53,0,0,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304105,0,3619,0.52,0.52,4.72,174.826
Kepler-732 c,1,2,Transit,2016,Kepler,0.89304026,0,3619,0.52,0.52,4.72,174.826
Kepler-733 b,1,1,Transit,2016,Kepler,20.83424726,0,5537,0.88,1,4.55,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83426731,0,5537,0.88,1,4.55,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83424726,0,5537,0.88,1,4.55,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83434505,0,5253.77,0.86,0.9,4.53,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83424726,0,5537,0.88,1,4.55,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83426731,0,5253.77,0.86,0.9,4.53,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,0,0,5540,0.8,0,0,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83424726,0,5418,0.86,0.9,4.53,916.706
Kepler-733 b,1,1,Transit,2016,Kepler,20.83495,0,5429,0.78,0.88,4.6,916.706
Kepler-734 b,1,1,Transit,2016,Kepler,6.10485286,0,5112,0.87,0.84,4.48,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10484996,0,5610,1.63,0.99,4.01,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10484942,0,5085,0.71,0.71,4.58,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10487147,0,5610,1.63,0.99,4.01,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.104862,0,5482,0.79,0.89,4.59,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10485286,0,5112,0.87,0.84,4.48,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,0,0,5085,1.71,0,0,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10484942,0,5610,1.63,0.99,4.01,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10485286,0,5326,0.78,0.85,4.59,1157.21
Kepler-734 b,1,1,Transit,2016,Kepler,6.10485286,0,5112,0.87,0.84,4.48,1157.21
Kepler-735 b,1,1,Transit,2016,Kepler,11.51515989,0,4929,0.76,0.81,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51516739,0,4929,0.76,0.81,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.515093,0,5070,0.69,0.79,4.66,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,0,0,5171,0.69,0,0,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51516988,0,5173,0.8,0.91,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51516988,0,5173,0.8,0.91,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51517167,0,5177,0.8,0.91,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51517167,0,4929,0.76,0.81,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51516988,0,5173,0.8,0.91,4.59,695.059
Kepler-735 b,1,1,Transit,2016,Kepler,11.51516988,0,5107,0.8,0.85,4.57,695.059
Kepler-736 b,1,1,Transit,2016,Kepler,3.60147201,0,5217,0.81,0.86,4.56,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60147727,0,5093,0.86,0.85,4.5,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.601449,0,5273,0.74,0.84,4.63,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,0,0,5046,0.86,0,0,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60146534,0,5052,0.85,0.81,4.48,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60147201,0,5335,0.81,0.91,4.58,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60147889,0,5093,0.86,0.85,4.5,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60147201,0,5335,0.81,0.91,4.58,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60146534,0,5093,0.86,0.85,4.5,1005.43
Kepler-736 b,1,1,Transit,2016,Kepler,3.60147201,0,5335,0.81,0.91,4.58,1005.43
Kepler-737 b,1,1,Transit,2016,Kepler,28.59914031,0,3755,0.46,0.47,4.78,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59913147,0,3793,0.52,0.52,4.72,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,0,0,3753,0.51,0,0,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59878,0,3979,0.51,0.53,4.75,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59915399,0,3750,0.46,0.49,4.8,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59914031,0,3793,0.52,0.52,4.72,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59915399,0,3813,0.48,0.51,4.77,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59908593,0,3793,0.52,0.52,4.72,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59915399,0,3750,0.46,0.49,4.8,205.118
Kepler-737 b,1,1,Transit,2016,Kepler,28.59915399,0,3750,0.46,0.49,4.8,205.118
Kepler-738 b,1,1,Transit,2016,Kepler,24.58716355,0,5230.88,0.95,0.89,4.43,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58721573,0,5465,0.75,0.82,4.6,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58719,0,5493,0.79,0.9,4.59,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58716355,0,5474,0.75,0.83,4.61,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58721573,0,5465,0.75,0.82,4.6,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58721963,0,5230.88,0.95,0.89,4.43,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58721573,0,5465,0.75,0.82,4.6,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58721016,0,5230.88,0.95,0.89,4.43,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,0,0,5468,0.91,0,0,1113.65
Kepler-738 b,1,1,Transit,2016,Kepler,24.58721573,0,5327,0.82,0.86,4.55,1113.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248465,0,5997,0.9,0.99,4.52,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.532507,0,6000,0.93,1.03,4.51,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53249776,0,5628,1.07,1,4.38,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,0,0,6000,1.05,0,0,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248222,0,5997,0.9,0.99,4.52,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248465,0,5601,0.9,0.93,4.51,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248222,0,5628,1.07,1,4.38,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248389,0,5628,1.07,1,4.38,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248465,0,5997,0.9,0.99,4.52,1370.65
Kepler-739 b,1,1,Transit,2016,Kepler,12.53248465,0,5997,0.9,0.99,4.52,1370.65
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071475,0,6056,1.5,1.27,4.19,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.340718,216.12,6050,1.51,1.4,4.2,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071463,0,5828.81,1.44,1.05,4.14,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.340711,191.96932,6000,1.12,1.18,0,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.3407239,0,5945,0.91,1.02,4.52,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071475,0,6056,1.5,1.27,4.19,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,0,0,6050,1.34,0,0,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071497,0,5828.81,1.44,1.05,4.14,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071495,0,5828.81,1.44,1.05,4.14,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34056751,0,5828.81,1.44,0,4.14,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.340711,200.22,6000,1.12,1.18,4.44,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071475,0,6056,1.5,1.27,4.19,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071475,0,6068,1.48,1.26,4.2,1177.55
Kepler-74 b,1,1,Transit,2013,Kepler,7.34071495,0,6056,1.5,1.27,4.19,1177.55
Kepler-740 b,1,1,Transit,2016,Kepler,3.58409537,0,5415.15,0.99,0.94,4.42,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410138,0,5415.15,0.99,0.94,4.42,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410105,0,5739,0.92,1.02,4.52,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,0,0,5750,0.97,0,0,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.5840842,0,5669,0.83,0.94,4.57,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410122,0,5739,0.92,1.02,4.52,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410105,0,5415.15,0.99,0.94,4.42,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410122,0,5739,0.92,1.02,4.52,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410122,0,5438,0.87,0.91,4.52,1442.02
Kepler-740 b,1,1,Transit,2016,Kepler,3.58410122,0,5739,0.92,1.02,4.52,1442.02
Kepler-741 b,1,1,Transit,2016,Kepler,7.03902374,0,6319,1.03,1.08,4.45,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.03902374,0,6319,1.03,1.08,4.45,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.0390032,0,5944,1.38,1.09,4.19,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.03899386,0,5944,1.38,1.09,4.19,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,0,0,6335,1.33,0,0,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.03902374,0,6319,1.03,1.08,4.45,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.03902016,0,5944,1.38,1.09,4.19,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.03902374,0,6129,1.24,1.16,4.31,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.039078,0,6330,1.07,1.15,4.44,1661.87
Kepler-741 b,1,1,Transit,2016,Kepler,7.03902016,0,6321,1.06,1.11,4.43,1661.87
Kepler-742 b,1,1,Transit,2016,Kepler,8.36086357,0,4545,0.73,0.72,4.57,489.253
Kepler-742 b,1,1,Transit,2016,Kepler,8.36086824,0,4743,0.81,0.79,4.52,489.253
